C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
8650753604289400622,4670526481054227684,8372418309392324124,6027398018931295644,1450343455282574259,8079352956996895248,2596899741589672288,6087896296844386806,795537358559350713,2747413815308488095,1690360252170035179,9219281244691954399,5546587570911819476,5734994387461669710,471249092681509115,986672699514681093,529482667556843370,1543298209738296082,96332581250311624,4293332736995992183,6672868856779787739,2568898277495907610,9132932653608671098,3865577405596955329,941363215403038703,2616352803828168003,6658330660580004066,8018925004818055485,8843287825321016362,3108901453430761420,95304995306577496,8415492653359382715,180236393466221596,2128223220821033937,1126761912470822436,6408850598763461259,9186019804803045024,1829532951679731375,3797523491162892477,7738293460068847394,4687653704762615140,4391819516171138257,6808915145358868950,8678800977029048616,7693823047958081446,2605248187637998841,9128287285565813951,8367782992902301631,5461711497581412408,5982546650019790606,7970235151945518653,8901980812548598228,1828439799872335596,959767604278741363,451456400732171619,33328982461404658,2795117518155000408,4324792407214639721,7220811470918539369,7215198053025938593,2287091598571634370,847223160187673108,2581865398076393289,3257380506053355739,4234743347456738464,714664869027594941,680983859866772027,7250592621313618472,7245836861617179993,6342478169101400308,2284076628417718515,7201663800999121695,3918206454133241398,5271708900163327645,2684007309354307018,8254705112096370267,8476844738762063225,6026888918469579224,3054895415800053096,8362618041659355387,5809581076202261382,4418291239739123574,1509807491026778401,3580696542275269342,6786687722237876336,8294248672704223690,2218987200023191994,706422098632802200,4071267406649313216,7828269243266083332,6931712408684301854,4921487447110152685,3831457677807725268,7431278701321911299,2095264169850526933,5197420394170234785,160029812218576601,3500639459095138358,8171231438285842058,2205837402646223758
6461000558833926191,6897000616427023912,4642996404697429969,2744195806074243963,6615277536800520187,3885191188966845496,4031633309606509179,6160807978579216664,1242226494152911304,3252579890839527791,8775418406516459477,1793030419829818657,367664392631139685,8482981735298463505,4319195759414873802,6060371500759916776,5645907976012528058,6909015240613770847,8582978703351714903,8090669588055510742,6747837148776843477,2596329382361174051,7068974717025257341,6868296848788199299,5998607094203621708,4523438504857079654,3226984660837726471,2350616565563951799,1295190037696326939,8668417223489003019,8368658769770552899,4226964071987474768,7065825504322542005,1966227614543979882,2691282465621548177,2749365535309281040,3591814022258848399,4238170495966237772,3450639149380228390,6632866425142945900,7104379280351197812,1919411261359551336,637040961283733624,7668662894886921300,4864017258730158161,756238956077291039,6428125080166531220,1133676187419299580,8953795958826888836,3869466446663529578,3837750136296581843,2193098773082061458,2224545233108004789,5922490057387963180,8498863650014231927,6504975638415520260,8237042957611377316,8699893023291094366,7225152647536901831,5051005138079653023,7739532291526511987,1665249371334051717,6020920548843856380,6106053407059240961,6135535994098847523,7062097427513302951,4149706012151202844,7405668673707180195,6216765395324287284,6590847151021019999,3777674616208273214,3802253527760441868,1838551330033958457,1227441430399910508,4620578808846408358,8453815877565420012,7415544242046538606,5902320247383152746,3071018183787736042,9090608487915525705,4737184616360170910,2347970694240268936,5771489819165569071,3748203083228626049,230795366128746927,2431763871019528035,7118390216591073666,398671998971305223,4100205767387403228,8796523219208357384,2993624494202277501,7479373288903307510,8440013668705750272,4356378549536018270,7275875610120351329,2603955866299163318,6651223959957342985,6017128204482886479,4557055910418276944,5453222441679284408
465999584561481942,748877486794458318,220685859213993138,4176752143649802877,8366381115287658820,649527055894925217,3776890074340752716,4868697927290339891,9120429121512503058,6832545605316738533,6479269700996069426,7355622995066791698,3709290237182313012,988957275946642615,1354553633181013192,8775267216665227500,9169365406839639544,1380792195068089208,5143549558067423344,1714452013227785385,341101562656172274,1283525629576117861,7271835448089504249,8767369404866183020,1868433922637430713,7407621078943977660,3623553350161979579,2993749490852444356,8531439586553857506,8833620630481871391,4475755282309511531,5841207679379782962,5280622922730860816,8432153229652192174,9001568792696359205,405187812631530594,8043550332870567840,3653310778223120044,689673961158126525,3147934573053341842,4358069642017611656,3063542928738557458,4259592776437022514,887374208265395659,4834898079028133869,6993676849378719774,8405291393109363926,644266105973309668,8564423923484520901,8563638245754511857,1805529086622562043,1110015471701723112,2815873535070685563,2952611623957430003,2769758241009798413,839222388516192733,7781639079194045716,5917051533515270661,3226891968934267919,5787886565743054424,7764315528383776973,7963021339154169755,6302556630741579575,391222846361483542,2426506529047946702,8659902135487630523,5304267507049271101,5303035979480443057,7817141868013955439,3078878981551062559,392014121478530517,1539725726848228523,4505532769212516620,5469484731068976279,6068417818410050049,8358244109527641797,3601967519981415637,3805857684885060787,2586594745148968901,2579423201599919774,233524044699522891,6477876970097998895,8979832405256626688,1129629108522094086,678821809864816139,8054639223543160352,3363706433081189155,3023961038074692955,5303873653424705238,571233220667355723,4156639298562926375,7140655286438696156,8345397426762095140,456617239743343956,6797492404598784859,957418145422545815,2615750392056968736,2901801847867809356,1621062299824292061,8632636015199456236
1081549203271292449,7282660449910671718,9168875484071420341,2060555718755339922,5005926914115353738,392567744861360887,3997538171319432780,8624296711074347436,8645186031765631090,6980063049926106509,7449809972510632942,2947341886370185831,6697578367932568326,8126511261335653033,1661666746283719180,4008075408189272865,4130339644881760760,2087196653530755864,3151990057092481791,2264934863727029535,5501706491961636698,4094785793281878490,2479119846798511819,632315949048494571,4924206116902175089,9114955529929294239,1576418409543801642,4199816304940519032,8785110865998310529,8968304137974308678,2902627249266549462,7843408867806964785,8757524111492598607,7970184600385173277,4849102267879858587,1053976777886751917,1854675625314332985,1886934668412835014,1821318572636103768,6880341608048598091,6824585046426794106,7793953230273962568,5682547845256855584,7970806633930902845,6072568098808421482,4625395156249431880,1145029430643691542,29402359643919188,437178699804472140,2964619428450445578,4870617026203929531,3687973575995671916,5970311577600878934,4307165070160917548,2605840657714846698,6124028164396061030,5517800257700025407,3900394007448346624,1076403739001370234,6015479213544093498,2272537825626714533,6935485676839003244,3018280558432777280,5178438779132022139,9111302142507737203,8192825221433738752,6634790737955466634,4592751415610107438,7903354011287429244,4142504865961230257,1299808557547256385,814232782619070810,3841311015000312546,9019820525906499648,4695041179622206248,7533807824952393160,6881395333286801753,721342449737486149,3262205412282131734,3614198771164511345,2524114716503160223,3848842495260160461,1488498662716199451,2118018579782769841,6622835156383086984,7372365194188330888,8536882778775427181,7899113186330945580,777441212305724585,1432731995650258572,1162036475170891246,8060997208312161707,474732991655222400,4461118071407153574,8570468587929351509,7262475170625420230,2716649483360104563,3530583484962808508,1665110693247516615,995792531053188609
750176318653042743,8750502249930809928,6485673530275320167,7181746711129551239,6473470411166417726,8575551044325377337,553394374184508788,1945668029874989058,8165016282583527174,4247150282492569274,7940885550489726386,5327906330508321889,6946644654912018050,4105192678443645605,685804556325135360,7116133786516114019,2554575616082312276,8113188427033868789,4638280125113927372,8577493968195958352,3356859583327671250,3755634576103322881,7763550307565878789,2545672521566010651,710482823200514561,2393367848451717832,3790936670714832985,1055990468364411009,2093817603991760911,9163239266513570013,333215592900434685,916449343368660833,7072553115694986982,4989283141123409417,5167607737051448326,6366778589983079986,5245650844047852409,2269702716950372602,2558743608923815622,7252513918016267417,2566566514063211039,7338380062031834885,5653595304189536155,6033850126927610801,7368954557133521411,1840941038693006906,8010113161652816782,2037163276228836758,4244092981565789668,7922457052694267517,1151535793189360642,7814066651392538159,3952659958318477211,6669436530837817546,7861677065453967883,6462096525354978852,4641437659065885184,5205024592092373653,672422381205004538,1011110865619605377,6354978760596514680,7571754532934270328,3728411018833331497,4943753946714882664,2744735563617734259,766963854630976130,4399056812872071427,3393410237930037537,3119422534470097887,4218367409958602419,327814764141474918,3595936453592042037,4017410981912843129,4120806944492139004,7346828960449791371,5925428801331846324,1545114400326836804,2025977416886792502,2197430773225099135,2945057914543934162,8491197514591207047,2099013139218747713,3287227732481448453,906228637498692586,5842687566900900680,2427814143253370987,8824417137863084045,1608954108793003506,3917718709963683243,3956366608163120032,8515689239498117220,334687917739565080,6458154313335507931,1415144280036087626,7941937720925343106,2945585568879082279,3676654848542777381,8466516021996860243,6584120709976844816,6923383498218233654
2290060447949845338,2640601597050792406,1333055726440906922,1645539990655926958,9168225484488481401,6288381787754318633,7046565008484578083,278902572733285838,1539871775747130616,7796226158463636869,1684440189735911803,4746554464742045370,5755475566559396224,7542852642981792176,222954941810380161,4964127617944716149,7046637596153708121,5827522415391051025,7770765345937208436,7179299793035829068,7431046901235294415,3631694673459783581,8809150387637471992,942739001515231113,2477982372172591643,8951997170590063918,8020097801131741927,1516251610906657771,8061366372594843264,3938370143390425847,1904062446027500305,979299971797569511,8146999687225672946,9038578291567375326,7469095945462884154,7536525165409450429,1415693930596687028,3501457737453391463,2536897851120982174,4849652127642343184,8445379973864648299,1583291266397119173,5534312647260028339,1303913142049614282,2855349392632110074,1164684982212641940,7275903952723183704,582874422179553133,8887123014356457060,8986132917196760346,5901290571781550958,5021067425634161693,7447031831796597694,4901087267490702998,7037962151866902668,2405435450617519155,216680610974282610,213478784674684941,163999376897043101,3054935674525107644,1562147876188257149,4360197771216539722,656115195161289823,2956870704941978306,2122484831178529493,1388507960217630011,754813219965212105,7964100079696417027,6507794471760567571,2139980620911081253,6230959516701099087,8378723303191500342,4496638232866732558,7340798449790332803,3829171718625179570,4322713747728658464,1205653264559977349,8634951348384961324,2373355116038247009,6654361714125201378,6949835236478050710,8761190093491481174,5305174205090752919,6344864143890345724,3926496290916597063,1281534876146419741,6241457990350538304,6158536204606699619,9177162367118512204,5021431750963339424,4288961065095335857,1513903508243490330,2295217241866520050,3901003945771291278,6308513549547029714,8499010219800832880,8072462573212786553,7167268035791518427,6074762530400237001,2048390585019807944
2393062055182164856,2865185011244170139,152959448945140873,3012130415714431295,6353489276057466937,4986906017394891021,2277532720337553981,2931560071688040049,5509466851846819689,1221944775303611337,5935302340899572620,5450762971298288346,1007152044375494939,6869240086479411678,4978973925452427055,1544263261055564857,2072720371054738250,4515852369158617995,1720118740774957693,6428603588171622317,8729341966748451948,7876272866672676049,5599449473716164754,3910783716997969745,3906824904650696023,8199904202859185643,4581584405038021837,5317969130122765023,123766795746900671,4280135827421701700,493947631759181814,196644743145615375,6496040171528276061,3715505757704473635,1984263968758841683,701291238699068792,5520018414118106867,1754190812505886886,4887293233740531280,8649032017554754704,1296029618128279148,7145398881723037461,1842860138421023790,1722742099836062134,7674545026490173390,8376925133113776940,5445276850650128498,5729229772829417794,7294147544290301174,972360465645837433,1789769605865131035,1115569031797566529,3181677441412450571,5742347823078356826,4225479804777210048,5864806908561613358,7765187440218267799,6995084204941791425,7114786901976108978,2213532475202417270,8306735271835811664,2488885115710909315,1949486523644564562,3544997046743122656,4751993307274511220,8070610825208977202,6817962921012927604,8469627743019304929,4166141168135719449,3514708423908341517,6016722911956476842,6422254571505875440,6690152021553381768,6456836430240404624,6848319632989148728,3113452285628752284,7150926252813461023,5954327117609973280,8565073350396903605,1982552072567033295,8471974607862483509,3616284565152570364,2276099157724013842,5420151055571166053,4635604766423424408,4009871651177951536,3612070981392589367,8065615362306318692,970846253186212001,8102768668879045350,6756911560886540141,8241920175127438094,1033667669139066785,8670855657537168194,8074259576873957224,6379319362754150335,3194269737683704159,6021725472092048581,6639312331618067268,2635005154351720254
3549913778407642653,5556811118668316049,5250408990009812392,6902158482033654639,1769043450775686619,5891139721945447087,5188071202268878294,7375753922519069398,358688934776043948,826771086924350355,2132170239965421783,7209567829199671769,6888735845528202650,371305045903535256,5750713910724314516,727768246251257704,2097645509198751591,9202517803504653904,8601721003123855450,8752206585566140040,1340421532146829923,4638481936085790670,8515686259883933778,168961186196641578,5093147472526526194,1996018227912612990,5025415756853693976,3537228188691711533,7587779749898982307,658174064875220373,2648645643621042608,5956126343861783079,4403370355307914419,2023717009330446371,5058197347921001333,2019325629301771331,345534286268120853,4290175968629058557,278868085507984631,2953139411099015259,6607013648813518968,1854271459132844862,6885565074781854308,1780024120568217886,8888951178968076662,2048736703031835556,1282991420641336983,3638630361859878108,1756447804417206688,1511721127189281524,1417642088685793450,3210196156588029841,75710187898367118,1990764685907467765,6200374255255790747,1568550500261853017,861441105473845590,4308325754704886460,4015431129927582296,5451704738956753282,6547629285445368090,5523528485073434279,4551498538323761340,7325388752884491177,6881863997931934931,6547201569710287928,7625508058785616622,6472541042085556039,5177786729735834980,1744283588298186982,4118291990302299983,747731656517591491,293208679219041045,9158401875261638132,2360676100157482351,8093284746723414601,2412519904889296745,5857009407914179056,2015537984871933040,2525688673723631288,4409718928476208695,9027250875602093143,7894357287511288346,5310937272965933653,422196690938722993,3642785140387941215,3190720403986108882,2427192663824959602,154156176867191994,8693621177634545102,4054440093821181590,5683587924878088706,2291315496400072677,4041883532561654181,2976648650971307007,1323393856719246795,5107070731564273986,828643820951011307,1741928466389433303,3281371652156031725
4422139953466941588,6943021579651820461,4285665542964611103,5882014652735593284,1229569729922677899,1056782853313424999,1917711167429228071,6647308421069642626,5883785849573770340,8857779730049648663,4424777119361863985,5100030246885674351,915439524463091670,3392835828267685529,446850452180414681,6878511101891893060,1741874212835717732,1602358620690008745,5442489083173007481,5315409611324280037,6601115847481807528,3222925483148516074,4647683416910067949,3632079427325468442,8771899436309302844,2820823000282713863,2472888504868308180,5229595155251204872,4283143681641615237,7599747240872210384,4485459743926038631,5762807639366433257,2582923714357828335,6475669376381095725,2903538160901984138,8103342796574191885,5483796629663509127,5024774767881287681,8734899939025651348,4555958674809249203,5223835746543511468,4788134236610611533,3554839533176006227,740590688130168903,8122354757129332554,7506819834752955669,4249892974435279802,8554992429474562416,808599203658161187,5746708539252828414,3525892346336898070,8571111859093820798,3348101845291644374,857742838019283455,5783628584454015924,5492422711650606455,2882475479422756710,5987776807911740509,4439618377021652137,9111775375826011974,3065844396966560788,7431589688820820682,8448316192427531232,6782875171469551556,5961330528976083983,4969837064559658617,8828744981162687617,2853370358303195420,3544775705300506094,7149542684245079685,3996252722775438861,1687312771181622033,4980839278836601750,2786166809274838668,8664732391191880532,3206820261663982404,328870532847131828,3228000834769883762,7883149582405000413,4567297501866684759,890256968757992194,8334888092094549380,870290373483508357,6623198672829053433,7374462106668728648,6191233092743708058,7092593786765831061,6989216947813911861,2872786271360467769,3739784810193818009,3681762267601112325,6980512244004490071,8164664652859740368,14948801727179128,8830171469171960639,3056757460659620326,6134430541409909483,4270332193194059189,2778865550668054704,7107924337834106569
616321730937049954,1002679091598199421,1100377053518901316,8638179724161624812,6651998602152829628,8177218182327718458,7020655377084921589,5655832762134871249,423759915571685984,3353415227935357493,809091837456882254,3851054772694704445,6570783459192312207,2344172710364340701,703519020607368336,160522502229109237,5754154967604910457,5532762205470721497,8585669163414236311,6960218964349576556,2532113501459128794,4925712996889630011,35134351728109033,5782919882223854089,3997868407969676740,1596848436992404068,3168216975347537966,1176600020201112759,2186310950906844263,8403469467855091536,7726764419643661961,7851304144244665635,2661987371766224492,2075184920281953117,7044686976383200382,802338270096304206,6936941998777461335,3965224770669133294,4820565848388367600,222825911850172323,7492236157640533029,4101949931402965000,7196190067640186244,5457208144233891938,4915832018760830377,3780874646579217178,7943232520637631417,6672842061846328940,8908195809764967629,2279164142319274858,6494934205651950177,8050784312582705156,3251898650857138819,7149251206784099685,9049311088832875983,7203714084968642746,5685724961620599882,3747532765818520453,7121604589107505033,3544579341435409381,2836328524613359349,3229087000841673240,6695805185913372732,4325338305769126370,7261579176328964056,6109825501585550176,5640643052693440261,5659683760951943296,5870285561808682464,8045384951723417394,3271648936922054805,7820601331037960950,322565773870536483,4777549341468441603,3131713892587160599,6049393258586678233,3796837971905296139,4878494053462156370,4946188820310477910,1625362876281657018,3204719323053185335,4654197233826823740,9055518280512902198,1797358419402442616,5392569369185269118,5202200235347876690,2865434451644534349,7672322985584182837,5733059973495538659,8013232888681124211,8545797920421127523,7915690663086038844,683394403208950657,6197721790142345342,5614984534775443870,8228141334820456558,6268872031201894786,6279090054866721244,604666107483931510,7290168042802276095
